Price,Open,High,Low,Close,Volume,SMA_20,SMA_50,signal,trade,signal_exec,trade_exec,ret,cost,strat_ret_gross,strat_ret,equity,bh_equity,turnover,exposure
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,
2015-05-06,28.195331045470773,28.237660231929684,27.482428271761307,27.850019454956055,288564000,28.43872537612915,28.251521797180175,1,0.0,1.0,0.0,-0.006280102593565706,0.0,-0.006280102593565706,-0.006280102593565706,9668.392198299207,10004.80114871268,0.0,1.0
2015-05-07,27.912659183982296,28.205724258322007,27.74487450055496,28.022279739379883,175763600,28.43007230758667,28.238124542236328,1,0.0,1.0,0.0,0.006185284168380489,0.0,0.006185284168380489,0.006185284168380489,9728.19395149704,10066.683686865606,0.0,1.0
2015-05-08,28.339956473953013,28.550247192382812,28.212440161176175,28.550247192382812,222201600,28.441802883148192,28.228023986816407,1,0.0,1.0,0.0,0.018840988595976826,0.0,0.018840988595976826,0.018840988595976826,9911.482742796645,10256.349959409148,0.0,1.0
2015-05-11,28.49879126486547,28.536822055001224,28.105056012911106,28.259418487548828,168143200,28.441776847839357,28.220839805603028,1,0.0,1.0,0.0,-0.01018655645516009,0.0,-0.01018655645516009,-0.01018655645516009,9810.518864282802,10151.873071523747,0.0,1.0
2015-05-12,28.098343273301168,28.38469554660554,27.923847463430953,28.15874671936035,192640000,28.442843437194824,28.208835258483887,1,0.0,1.0,0.0,-0.003562414712561468,0.0,-0.003562414712561468,-0.003562414712561468,9775.56972754282,10115.707889533694,0.0,1.0
2015-05-13,28.221390784411707,28.45405247207108,28.158751427502352,28.19007110595703,138776800,28.440129470825195,28.196254234313965,1,0.0,1.0,0.0,0.0011124211922095562,0.0,0.0011124211922095562,0.0011124211922095562,9786.44427847366,10126.960817364212,0.0,1.0
2015-05-14,28.50326760345633,28.8477840423584,28.447339366300305,28.8477840423584,180814000,28.477096271514892,28.20048099517822,1,0.0,1.0,0.0,0.023331368478257675,0.0,0.023331368478257675,0.023331368478257675,10014.775416026667,10363.236671759016,0.0,1.0
2015-05-15,28.874636397787206,28.968595441157902,28.6822430955741,28.80752182006836,152832000,28.52786741256714,28.21339298248291,1,0.0,1.0,0.0,-0.00139567816477415,0.0,-0.00139567816477415,-0.00139567816477415,10000.7980126534,10348.772928619854,0.0,1.0
2015-05-18,28.720265181968493,29.243752584935958,28.715789967854153,29.125185012817383,203531600,28.562775230407716,28.23181167602539,1,0.0,1.0,0.0,0.011027091977336534,0.0,0.011027091977336534,0.011027091977336534,10111.077732185693,10462.889799556315,0.0,1.0
2015-05-19,29.237051487674496,29.279557502353537,29.00215216321988,29.098350524902344,178532800,28.60402708053589,28.247287673950197,1,0.0,1.0,0.0,-0.0009213499554845406,0.0,-0.0009213499554845406,-0.0009213499554845406,10101.761891167245,10453.249816505253,0.0,1.0
2015-05-20,29.08268334480734,29.301921078832592,28.935031979333957,29.096105575561523,145819600,28.62611904144287,28.274437026977537,1,0.0,1.0,0.0,-7.715039857325579e-05,0.0,-7.715039857325579e-05,-7.715039857325579e-05,10100.98253621105,10452.443344115523,0.0,1.0
2015-05-21,29.09834501426402,29.447336669720922,29.04465267742884,29.393644332885742,158921600,28.651391792297364,28.317651557922364,1,0.0,1.0,0.0,0.010226068109064235,0.0,0.010226068109064235,0.010226068109064235,10204.275871594813,10559.330741658583,0.0,1.0
2015-05-22,29.44062024901081,29.747105842608658,29.3958749362504,29.650907516479492,182384000,28.682733058929443,28.356164436340332,1,0.0,1.0,0.0,0.008752340495115973,0.0,0.008752340495115973,0.008752340495115973,10293.587168529106,10651.749599710125,0.0,1.0
2015-05-26,29.664340119041306,29.733690591069326,28.885816553696607,28.99767303466797,282790400,28.655013370513917,28.38544448852539,1,0.0,1.0,0.0,-0.02203084278106715,0.0,-0.02203084278106715,-0.02203084278106715,10066.81076796603,10417.082578935617,0.0,1.0
2015-05-27,29.158743558220227,29.58827199011764,29.093868308093384,29.53905487060547,183332800,28.6776424407959,28.419492492675783,1,0.0,1.0,0.0,0.018669837241431564,0.0,0.018669837241431564,0.018669837241431564,10254.756486544247,10611.567815214898,0.0,1.0
2015-05-28,29.498791535475096,29.518924882950472,29.328770911923698,29.480894088745117,122933200,28.718750858306883,28.443064918518065,1,0.0,1.0,0.0,-0.0019689452528228735,0.0,-0.0019689452528228735,-0.0019689452528228735,10234.565432441212,10590.67421914012,0.0,1.0
2015-05-29,29.357847497819773,29.40706461659608,29.060308884704277,29.145320892333984,203538000,28.7819561958313,28.453554344177245,1,0.0,1.0,0.0,-0.011382734709502684,0.0,-0.011382734709502684,-0.011382734709502684,10118.068089256687,10470.12338410888,0.0,1.0
2015-06-01,29.14531945022551,29.393640932277773,29.09386643353744,29.20348358154297,128451200,28.805741024017333,28.469529037475585,1,0.0,1.0,0.0,0.0019956098415880863,0.0,0.0019956098415880863,0.0019956098415880863,10138.259805513466,10491.017665376849,0.0,1.0
2015-06-02,29.051363530586023,29.230334571499,28.930560040783256,29.0737361907959,134670400,28.825823497772216,28.490037956237792,1,0.0,1.0,0.0,-0.004442873754591181,0.0,-0.004442873754591181,-0.004442873754591181,10093.216797106323,10444.407398332394,0.0,1.0
2015-06-03,29.23033257568488,29.292971923689176,29.060308562311693,29.109525680541992,123934000,28.87999849319458,28.50542552947998,1,0.0,1.0,0.0,0.0012309903863481075,0.0,0.0012309903863481075,0.0012309903863481075,10105.641449950888,10457.264363430844,0.0,1.0
2015-06-04,28.988721740865582,29.21243466979933,28.838834488110578,28.939504623413086,153800400,28.93447275161743,28.519729652404784,1,0.0,1.0,0.0,-0.0058407360873816705,0.0,-0.0058407360873816705,-0.0058407360873816705,10046.61706524802,10396.186242088064,0.0,1.0
2015-06-05,28.970831382248278,29.01333739531543,28.715798717434605,28.78067398071289,142507200,28.97239246368408,28.545605278015138,1,0.0,1.0,0.0,-0.005488367709366226,0.0,-0.005488367709366226,-0.005488367709366226,9991.477536558745,10339.12814921643,0.0,1.0
2015-06-08,28.83659925254539,28.905953137737967,28.373515199223547,28.590517044067383,210699200,28.97440595626831,28.563845977783203,1,0.0,1.0,0.0,-0.00660710505851736,0.0,-0.00660710505851736,-0.00660710505851736,9925.462794784886,10270.816443321082,0.0,1.0
2015-06-09,28.344432902389936,28.653157896454683,28.102824189514973,28.50550651550293,224301600,28.986710357666016,28.584797554016113,1,0.0,1.0,0.0,-0.0029733819935269246,0.0,-0.0029733819935269246,-0.0029733819935269246,9895.95060243345,10240.277382649692,0.0,1.0
2015-06-10,28.61735689322936,28.935028836397862,28.601697056785675,28.832122802734375,156349200,29.020379161834718,28.598379821777343,1,0.0,1.0,0.0,0.011458006790856734,0.0,0.011458006790856734,0.011458006790856734,10009.338471638113,10357.610550440348,0.0,1.0
2015-06-11,28.899236062185924,29.122949003049126,28.742637686299396,28.76724624633789,141563600,29.04923791885376,28.61930862426758,1,0.0,1.0,0.0,-0.0022501484486716627,0.0,-0.0022501484486716627,-0.0022501484486716627,9986.815974203928,10334.30438912833,0.0,1.0
2015-06-12,28.677767434151573,28.709087114788105,28.4361570062744,28.4495792388916,147544800,29.02932767868042,28.634686012268066,1,0.0,1.0,0.0,-0.011042663059441349,0.0,-0.011042663059441349,-0.011042663059441349,9876.534930364147,10220.186147805482,0.0,1.0
2015-06-15,28.210207380812324,28.46524005000448,28.12295945223578,28.393651962280273,175955600,29.008634185791017,28.64417739868164,1,0.0,1.0,0.0,-0.001965838444980328,0.0,-0.001965838444980328,-0.001965838444980328,9857.119258294846,10200.09491296127,0.0,1.0
2015-06-16,28.418254338316935,28.60169887983302,28.27060468626461,28.5457706451416,125976400,28.979663467407228,28.64766616821289,1,0.0,1.0,0.0,0.005357489169178109,0.0,0.005357489169178109,0.005357489169178109,9909.928667960457,10254.741810982048,0.0,1.0
2015-06-17,28.57261770373002,28.60841088751629,28.35337826590972,28.47865867614746,131672400,28.94867887496948,28.655783195495605,1,0.0,1.0,0.0,-0.002351030204383764,0.0,-0.002351030204383764,-0.002351030204383764,9886.630126338794,10230.632603246273,0.0,1.0
2015-06-18,28.462995939751615,28.704604599389626,28.46075833261961,28.608407974243164,141628800,28.924293994903564,28.668321952819824,1,0.0,1.0,0.0,0.004556018581183263,0.0,0.004556018581183263,0.004556018581183263,9931.67379689968,10277.243555483921,0.0,1.0
2015-06-19,28.570383070870665,28.59499163400827,28.277319627606737,28.32206153869629,218867600,28.87071485519409,28.67085636138916,1,0.0,1.0,0.0,-0.010009170583860527,0.0,-0.010009170583860527,-0.010009170583860527,9832.265979683254,10174.376871605202,0.0,1.0
2015-06-22,28.521159892705295,28.64867618972686,28.429438482395682,28.548006057739258,136157200,28.81556978225708,28.675503768920898,1,0.0,1.0,0.0,0.007977686184116983,0.0,0.007977686184116983,0.007977686184116983,9910.704712147937,10255.544857405805,0.0,1.0
2015-06-23,28.518924786531382,28.548006852699064,28.384695664417926,28.41825294494629,121075600,28.786598777770998,28.678670043945313,1,0.0,1.0,0.0,-0.004545084953763157,0.0,-0.004545084953763157,-0.004545084953763157,9865.659717279563,10208.932534781767,0.0,1.0
2015-06-24,28.45851675964453,29.037934036910492,28.438383418644612,28.65985870361328,221123600,28.742638969421385,28.689118919372557,1,0.0,1.0,0.0,0.008501780849619722,0.0,0.008501780849619722,0.008501780849619722,9949.535394132796,10295.726641901036,0.0,1.0
2015-06-25,28.82764329958876,28.903704863343634,28.523393630981445,28.523393630981445,127752400,28.694763946533204,28.694699783325195,1,0.0,1.0,0.0,-0.004761540314734081,0.0,-0.004761540314734081,-0.004761540314734081,9902.16028024076,10246.703124426142,0.0,1.0
2015-06-26,28.561433035624535,28.633021114156875,28.30192689099271,28.35561752319336,176267200,28.655278778076173,28.699643173217773,0,-1.0,1.0,0.0,-0.005882052814565886,0.0,-0.005882052814565886,-0.005882052814565886,9843.915250494087,10186.43147547309,0.0,1.0
2015-06-29,28.067031419708393,28.292982016698804,27.847793646101373,27.858978271484375,196645600,28.588053512573243,28.700980758666994,0,0.0,0.0,-1.0,-0.017514668876555395,0.0,-0.0,-0.0,9843.915250494087,10008.019501146457,1.0,0.0
2015-06-30,28.091633853574592,28.21467665349399,27.932797870729548,28.060314178466797,177482800,28.537382411956788,28.69364646911621,0,0.0,0.0,0.0,0.007226966653996136,0.0,0.0,0.0,9843.915250494087,10080.347124353786,0.0,0.0
2015-07-01,28.38917611212512,28.398124835701932,28.185596491040297,28.32206153869629,120955200,28.498009204864502,28.69462142944336,0,0.0,0.0,0.0,0.009328026712913884,0.0,0.0,0.0,9843.915250494087,10174.376871605202,0.0,0.0
2015-07-02,28.28402299787835,28.342188831801383,28.136371659487732,28.2862606048584,108844000,28.465347003936767,28.68726131439209,0,0.0,0.0,0.0,-0.0012640652513580264,0.0,-0.0,-0.0,9843.915250494087,10161.515795347585,0.0,0.0
2015-07-06,27.950694805030558,28.23928469764741,27.930559753232323,28.187829971313477,112241600,28.4357048034668,28.673254127502442,0,0.0,0.0,0.0,-0.0034798036728833637,0.0,-0.0,-0.0,9843.915250494087,10126.155715360872,0.0,0.0
2015-07-07,28.163230230315627,28.221396089863916,27.688958042450313,28.118488311767578,187787200,28.412103366851806,28.655142250061036,0,0.0,0.0,0.0,-0.002459985732015113,0.0,-0.0,-0.0,9843.915250494087,10101.24551678092,0.0,0.0
2015-07-08,27.847788537173503,27.883581721345053,27.41378487158096,27.420495986938477,243046400,28.357852840423583,28.612510833740235,0,0.0,0.0,0.0,-0.02482325212828007,0.0,-0.0,-0.0,9843.915250494087,9850.499752508209,0.0,0.0
2015-07-09,27.706842454956956,27.753821959364338,26.67105233749369,26.861207962036133,314380000,28.25930709838867,28.56800552368164,0,0.0,0.0,0.0,-0.02039671438360402,0.0,-0.0,-0.0,9843.915250494087,9649.581922520538,0.0,0.0
2015-07-10,27.27955970294542,27.706850581768144,27.116248486280572,27.579334259033203,245418000,28.199911499023436,28.546417694091797,0,0.0,0.0,0.0,0.02673469852927024,0.0,0.0,0.0,9843.915250494087,9907.56058615262,0.0,0.0
2015-07-13,27.970830376459347,28.13414158393267,27.811994383872626,28.111770629882812,165762000,28.183021068572998,28.55102882385254,0,0.0,0.0,0.0,0.019305628114471896,0.0,0.0,0.0,9843.915250494087,10098.832266350482,0.0,0.0
2015-07-14,28.196780667758794,28.27060635153076,27.973067715815414,28.100584030151367,127072400,28.168367671966553,28.53848476409912,0,0.0,0.0,0.0,-0.00039793294697543224,0.0,-0.0,-0.0,9843.915250494087,10094.813608265722,0.0,0.0
2015-07-15,28.12518727416769,28.445096803237618,28.093867603360344,28.37127113342285,134596800,28.159642696380615,28.532468452453614,0,0.0,0.0,0.0,0.009632792791105071,0.0,0.0,0.0,9843.915250494087,10192.054856018975,0.0,0.0
2015-07-16,28.577093271811844,28.762777146591922,28.489845353224755,28.749351501464844,144889600,28.173177337646486,28.546934967041015,0,0.0,0.0,0.0,0.013326169499561002,0.0,0.0,0.0,9843.915250494087,10327.875906579107,0.0,0.0
2015-07-17,28.87686953719801,28.99767303466797,28.70460960069722,28.99767303466797,184658800,28.192640590667725,28.569888038635256,0,0.0,0.0,0.0,0.0086374655508481,0.0,0.0,0.0,9843.915250494087,10417.082578935619,0.0,0.0
2015-07-20,29.299685037203815,29.747110932662572,29.239281585512053,29.5457706451416,235600800,28.25382604598999,28.600357856750488,0,0.0,0.0,0.0,0.018901434257099226,0.0,0.0,0.0,9843.915250494087,10613.980380452143,0.0,0.0
2015-07-21,29.720261970235313,29.735920099138877,29.15426857128515,29.250463485717773,307025600,28.288948917388915,28.61436218261719,0,0.0,0.0,0.0,-0.009994904616657418,0.0,-0.0,-0.0,9843.915250494087,10507.89465894645,0.0,0.0
2015-07-22,27.29074259416629,28.075975535245707,27.29074259416629,28.013336181640625,461802400,28.268703079223634,28.609440536499022,0,0.0,0.0,0.0,-0.04229428038571781,0.0,-0.0,-0.0,9843.915250494087,10063.470815977382,0.0,0.0
2015-07-23,28.232570293325455,28.43167465891091,27.97753769680489,27.999910354614258,203998000,28.235705661773682,28.6062638092041,0,0.0,0.0,0.0,-0.0004792655519254563,0.0,-0.0,-0.0,9843.915250494087,10058.647741082477,0.0,0.0
2015-07-24,28.035707049138296,28.12966607925639,27.718035067237487,27.852262496948242,168649200,28.20214910507202,28.599507637023926,0,0.0,0.0,0.0,-0.005273154656428525,0.0,-0.0,-0.0,9843.915250494087,10005.606935909214,0.0,0.0
2015-07-27,27.53682473574972,27.653156419384597,27.31982461946616,27.46523666381836,177822000,28.157630062103273,28.571856689453124,0,0.0,0.0,0.0,-0.013895669451352122,0.0,-0.0,-0.0,9843.915250494087,9866.572329267665,0.0,0.0
2015-07-28,27.60170555114746,27.720274858641236,27.416025083702415,27.60170555114746,134472400,28.144766426086427,28.547740364074706,0,0.0,0.0,0.0,0.00496878614226115,0.0,0.0,0.0,9843.915250494087,9915.597217128947,0.0,0.0
2015-07-29,27.550246867608408,27.62854604946669,27.353378402599983,27.51445198059082,148046800,28.117473316192626,28.515525703430175,0,0.0,0.0,0.0,-0.0031611659067573017,0.0,-0.0,-0.0,9843.915250494087,9884.252369261021,0.0,0.0
2015-07-30,27.364563259722804,27.42049148758414,27.228098247197618,27.375749588012695,134513200,28.070157718658447,28.481073684692383,0,0.0,0.0,0.0,-0.005041074148086522,0.0,-0.0,-0.0,9843.915250494087,9834.425120169175,0.0,0.0
2015-07-31,27.427205028476834,27.436153750541678,27.049131335303894,27.13637924194336,171540000,28.012663650512696,28.44187915802002,0,0.0,0.0,0.0,-0.008743882804003733,0.0,-0.0,-0.0,9843.915250494087,9748.434059473666,0.0,0.0
2015-08-03,27.181126011068677,27.42049882207133,26.290747634366717,26.496564865112305,279904000,27.928100395202637,28.38393756866455,0,0.0,0.0,0.0,-0.02357773567087118,0.0,-0.0,-0.0,9843.915250494087,9518.588058014479,0.0,0.0
2015-08-04,26.268369758624726,26.331009100995956,25.3354873237516,25.646448135375977,496554400,27.804498386383056,28.30384838104248,0,0.0,0.0,0.0,-0.032084035574576175,0.0,-0.0,-0.0,9843.915250494087,9213.193340141406,0.0,0.0
2015-08-05,25.268375293079536,26.272847598831326,25.07821963993261,25.81647300720215,397250400,27.72429723739624,28.240224380493164,0,0.0,0.0,0.0,0.0066295679982151245,0.0,0.0,0.0,9843.915250494087,9274.272831870578,0.0,0.0
2015-08-06,26.061422408109753,26.180526675744893,25.645680481913917,25.872652053833008,211612000,27.674869441986083,28.166896324157715,0,0.0,0.0,0.0,0.0021760930168572834,0.0,0.0,0.0,9843.915250494087,9294.45451221644,0.0,0.0
2015-08-07,25.749053872857033,26.12434512903234,25.731075417412494,25.960294723510742,154681600,27.593917465209962,28.096484336853027,0,0.0,0.0,0.0,0.0033874637008752817,0.0,0.0,0.0,9843.915250494087,9325.93913949601,0.0,0.0
2015-08-10,26.187271059399706,26.964821345502152,26.187271059399706,26.904146194458008,219806400,27.53353624343872,28.051660842895508,0,0.0,0.0,0.0,0.0363575021393141,0.0,0.0,0.0,9843.915250494087,9665.006991711349,0.0,0.0
2015-08-11,26.474917034026074,26.558066106440315,25.46814750972999,25.50410270690918,388331200,27.40371217727661,27.97767322540283,0,0.0,0.0,0.0,-0.052038205465788856,0.0,-0.0,-0.0,9843.915250494087,9162.057372048388,0.0,0.0
2015-08-12,25.288367134192427,25.937823869070375,24.636662663636294,25.89737319946289,404870000,27.280017280578612,27.91414596557617,0,0.0,0.0,0.0,0.015419891343488423,0.0,0.0,0.0,9843.915250494087,9303.33530120818,0.0,0.0
2015-08-13,26.0771532788247,26.158054614765245,25.740064950579065,25.877147674560547,194143200,27.136407089233398,27.849498405456544,0,0.0,0.0,0.0,-0.0007809875058202298,0.0,-0.0,-0.0,9843.915250494087,9296.069512575481,0.0,0.0
2015-08-14,25.69062383312292,26.137827180597522,25.620959463911245,26.059173583984375,171718000,26.989482116699218,27.791891784667968,0,0.0,0.0,0.0,0.007034233900623299,0.0,0.0,0.0,9843.915250494087,9361.46023988339,0.0,0.0
2015-08-17,26.077152747263195,26.438961016033268,25.95580074582604,26.328845977783203,163538800,26.828635883331298,27.742855224609375,0,0.0,0.0,0.0,0.010348463005924513,0.0,0.0,0.0,9843.915250494087,9458.336964857257,0.0,0.0
